Title,Details
Title,Details
Indian Farmer Goes Missing In Israel During Government-Sponsored Trip,https://en.baaghitv.com/indian-farmer-goes-missing-in-israel-during-government-sponsored-trip/
"Higher input costs, no subsidies: Wheat farmers in Pakistan’s Punjab feel the pinch",https://indianexpress.com/article/cities/chandigarh/higher-input-costs-no-subsidies-wheat-farmers-in-pak-punjab-feel-the-pinch-8455224/
Kerala farmers’ study tour member goes missing in Israel,https://indianexpress.com/article/cities/thiruvananthapuram/kerala-farmer-delegation-visiting-israel-8455077/
"Kerala govt left red-faced as farmer delegate sent to Israel absconds, local police begin intense search | Mint",https://www.livemint.com/news/india/kerala-govt-left-red-faced-as-farmer-delegate-sent-to-israel-absconds-local-police-begin-intense-search-11676816857826.html
"Punjab’s shrimp farming push: Why, and what are the farmers’ demands?",https://indianexpress.com/article/explained/punjabs-shrimp-farming-push-why-what-are-farmers-demands-8449744/
What India’s latest farm exports data show,https://indianexpress.com/article/explained/explained-economics/what-farm-exports-data-show-8440983/
"Cotton Farmers in India and Pakistan Bear the Brunt of Extreme Heat, Unpredictable Rainfall",https://thewire.in/environment/cotton-farmers-in-india-and-pakistan-bear-the-brunt-of-extreme-heat-unpredictable-rainfall
Budget 2023: Cut in flagship farm schemes,https://www.newindianexpress.com/business/2023/feb/02/budget-2023-cut-in-flagship-farm-schemes-2543631.html
भारत के किसान से सीखने आते हैं Israel के लोग | Laxman Singh | Indian Farmer,https://www.youtube.com/watch?v=gx0MgrUfhZo
Farmers highlight benefits of embracing the digital economy,https://www.weforum.org/agenda/2023/01/embrace-digital-economy-farmers-africa-davos-2023/
Title,Details
"India's sugar output up 5.39%, produced 25.4 mn tonnes so far this season",https://www.en.krishakjagat.org/agriculture-industry/indias-sugar-output-up-5-39-produced-25-4-mn-tonnes-so-far-this-season/
"Former union minister talks about benefits of AI in agriculture, education and more",https://m.timesofindia.com/gadgets-news/former-union-minister-talks-about-benefits-of-ai-in-agriculture-education-and-more/articleshow/98128838.cms
Use of English words irks CM Nitish Kumar at agriculture event,https://indianexpress.com/article/cities/patna/use-of-english-words-irks-cm-nitish-kumar-at-agriculture-event/
Wheat crisis: High heat in February cause of worry for critical Rabi crop,https://www.downtoearth.org.in/news/agriculture/wheat-crisis-high-heat-in-february-cause-of-worry-for-critical-rabi-crop-87829
"MC Exclusive | Not Make in India, but agri reforms to drive India’s growth: Salvatore Babones",https://www.moneycontrol.com/news/business/economy/mc-exclusive-not-make-in-india-but-agri-reforms-to-drive-indias-growth-salvatore-babones-10136061.html
Watch How Tata Motors Drives The Growth Of India's Agricultural And Allied Sectors,https://www.youtube.com/watch?v=w12QSAsdSEM
G20 2023: First Agriculture Working Group Meeting Starts In Indore,https://thelogicalindian.com/videos/g20-2023-first-agriculture-working-group-meeting-starts-in-indore-40454
CropLife India conducts workshop on ‘Innovative Technologies in Crop Protection’ in Telangana,https://agriculturepost.com/farm-inputs/agrochemicals/croplife-india-conducts-workshop-on-innovative-technologies-in-crop-protection-in-telangana/
Bumper Indian wheat crop no guarantee export ban will lift,https://www.graincentral.com/markets/bumper-indian-wheat-crop-no-guarantee-export-ban-will-lift/
Key fertiliser maker slashes prices by 14%,https://www.hindustantimes.com/india-news/key-fertiliser-maker-slashes-prices-by-14-101676921880252.html
Title,Details
"India's sugar output up 5.39%, produced 25.4 mn tonnes so far this season",https://www.en.krishakjagat.org/agriculture-industry/indias-sugar-output-up-5-39-produced-25-4-mn-tonnes-so-far-this-season/
"Former union minister talks about benefits of AI in agriculture, education and more",https://m.timesofindia.com/gadgets-news/former-union-minister-talks-about-benefits-of-ai-in-agriculture-education-and-more/articleshow/98128838.cms
Use of English words irks CM Nitish Kumar at agriculture event,https://indianexpress.com/article/cities/patna/use-of-english-words-irks-cm-nitish-kumar-at-agriculture-event/
Wheat crisis: High heat in February cause of worry for critical Rabi crop,https://www.downtoearth.org.in/news/agriculture/wheat-crisis-high-heat-in-february-cause-of-worry-for-critical-rabi-crop-87829
"MC Exclusive | Not Make in India, but agri reforms to drive India’s growth: Salvatore Babones",https://www.moneycontrol.com/news/business/economy/mc-exclusive-not-make-in-india-but-agri-reforms-to-drive-indias-growth-salvatore-babones-10136061.html
Watch How Tata Motors Drives The Growth Of India's Agricultural And Allied Sectors,https://www.youtube.com/watch?v=w12QSAsdSEM
G20 2023: First Agriculture Working Group Meeting Starts In Indore,https://thelogicalindian.com/videos/g20-2023-first-agriculture-working-group-meeting-starts-in-indore-40454
CropLife India conducts workshop on ‘Innovative Technologies in Crop Protection’ in Telangana,https://agriculturepost.com/farm-inputs/agrochemicals/croplife-india-conducts-workshop-on-innovative-technologies-in-crop-protection-in-telangana/
Bumper Indian wheat crop no guarantee export ban will lift,https://www.graincentral.com/markets/bumper-indian-wheat-crop-no-guarantee-export-ban-will-lift/
Key fertiliser maker slashes prices by 14%,https://www.hindustantimes.com/india-news/key-fertiliser-maker-slashes-prices-by-14-101676921880252.html
Title,Details
Punjab: CBI raids houses of 2 SKM leaders in connection to multi-crore FCI scam,https://indianexpress.com/article/cities/chandigarh/punjab-cbi-raids-skm-leaders-houses-multi-crore-fci-scam-8458985/
Punjab Sanyukt Kisan Morcha condemns CBI raids at two farmer leaders,https://m.timesofindia.com/city/chandigarh/punjab-sanyukt-kisan-morcha-condemns-cbi-raids-at-two-farmer-leaders/articleshow/98128629.cms
SBI General implements doorstep crop insurance policy distribution mega drive,https://www.cnbctv18.com/personal-finance/sbi-general-implements-doorstep-crop-insurance-policy-distribution-mega-drive-15995291.htm
Organic farming yields gains in India and Pakistan | Indiablooms - First Portal on Digital News Management,https://www.indiablooms.com/health-details/E/12394/organic-farming-yields-gains-in-india-and-pakistan.html
India: farmers mobilise against pollution in Punjab,https://www.marxist.com/india-farmers-mobilise-against-pollution-in-punjab.htm
Indian horticulture body develops new low-cost structures to boost vertical farming,https://www.thehindubusinessline.com/economy/agri-business/indian-horticulture-body-develops-new-low-cost-structures-to-boost-vertical-farming/article66532638.ece
Is India Changing Its Attitude Toward Agriculture ?,https://farmersreviewafrica.com/is-india-changing-its-attitude-toward-agriculture-and-economic-development/
Indian Farmer Goes Missing In Israel During Government-Sponsored Trip,https://en.baaghitv.com/indian-farmer-goes-missing-in-israel-during-government-sponsored-trip/
Punjab Government Organized First State-Level ‘Shrimp Mela’,https://currentaffairs.adda247.com/punjab-government-organized-first-state-level-shrimp-mela/
Over Rs 2.24 Lakh Crores disbursed to Farmers and their families under PM-KISAN Scheme,https://www.en.krishakjagat.org/india-region/over-rs-2-24-lakh-crores-disbursed-to-farmers-and-their-families-under-pm-kisan-scheme/
Title,Details
"Buy Mahindra & Mahindra, target price Rs 1760: BNP Paribas India",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1760-bnp-paribas-indianbsp/articleshow/97075876.cms
Diesel tractors to get more expensive from January 2023 as BS TREM 4 norms kick in,https://timesofindia.indiatimes.com/auto/commercial-vehicles/diesel-tractors-to-get-more-expensive-from-january-2023-as-bs-trem-4-norms-kick-in/articleshow/96593267.cms
Top 5 Websites to Buy Used Tractors in India,https://krishijagran.com/farm-mechanization/top-5-websites-to-buy-used-tractors-in-india/
Sonalika to display tractor prices on its website,https://www.financialexpress.com/express-mobility/sonalika-to-display-tractor-prices-on-its-website/2925819/
Sonalika makes an unparalleled move to showcase tractor prices on official website; dedicates truth and transparency levels to farmers on Kisan Diwas,https://theprint.in/ani-press-releases/sonalika-makes-an-unparalleled-move-to-showcase-tractor-prices-on-official-website-dedicates-truth-and-transparency-levels-to-farmers-on-kisan-diwas/1280748/
India's tractor sales could touch a record 900000 units this fiscal year. Here's why,https://m.economictimes.com/industry/auto/lcv-hcv/indias-tractor-sales-could-touch-a-record-900000-units-this-fiscal-year-heres-why/articleshow/96305857.cms
Why tractors are winning in rural India | Mint,https://www.livemint.com/industry/retail/why-tractors-are-winning-in-rural-india-11670775353459.html
Kubota aims to break into Africa with made-in-India tractors,https://asia.nikkei.com/Business/Companies/Kubota-aims-to-break-into-Africa-with-made-in-India-tractors
Japanese equipment maker Kubota chooses Indian tractors to crack made-in-India tractors - here’s why | Mint,https://www.livemint.com/news/world/japanese-equipment-maker-kubota-chooses-indian-tractors-to-crack-made-in-india-tractors-here-s-why-11669454282609.html
"Escorts Kubota targets Rs 22,500 crore revenue by FY2028, eyes No. 2 position in India’s tractor market",https://www.autocarpro.in/news-national/escorts-kubota-targets-rs-22500-crore-revenue-by-fy2028-eyes-no-2-position-in-indias-tractor-market-113405
Title,Details
Best Fertilizer Brands in India | By IMARC Group,https://www.openpr.com/news/2941909/best-fertilizer-brands-in-india-by-imarc-group
Key fertiliser maker slashes prices by 14%,https://www.hindustantimes.com/india-news/key-fertiliser-maker-slashes-prices-by-14-101676921880252.html
Global and India Fertilizer Dosing Unit Market Report & Forecast 2023-2029,https://www.openpr.com/news/2937867/global-and-india-fertilizer-dosing-unit-market-report-forecast
"Use of nano-urea, DAP game-changers? Manufacturers in wait-and-watch mode",https://www.business-standard.com/article/specials/use-of-nano-urea-dap-game-changers-manufacturers-in-wait-and-watch-mode-123021501678_1.html
Top 20 Best Chemical Manufacturing Companies In India 2023.,https://www.inventiva.co.in/trends/top-20-best-chemical-manufacturing-companies-in-india-2023/
Smallcap PSU stock jumps over 15% after robust Q3 results,https://economictimes.indiatimes.com/markets/stocks/news/smallcap-psu-stock-jumps-over-15-after-robust-q3-results/articleshow/97911929.cms
Live Cricket Score: Baroda Avengers Women vs Baroda Warriors Women Live Scorecard - India TV,https://www.indiatvnews.com/sports/cricket-live-score?matchid=60631&team1=Baroda%20Avengers%20Women&team2=Baroda%20Warriors%20Women&date=13022023&slug=baroda-avengers-women-vs-baroda-warriors-women-baroda-womens-t20-challenge-match-14-2023-at-gujarat-state-fertilizer-corporation-ground-vadodara-vadodara
"Nitrogen Fertilizer Wholesale Prices Fall Sharply in January on Lack of Demand, Lower European Natural Gas Prices",https://www.dtnpf.com/agriculture/web/ag/crops/article/2023/02/13/nitrogen-fertilizer-wholesale-prices
Live Cricket Score: Baroda Believers Women vs Baroda Bravers Women Live Scorecard - India TV,https://www.indiatvnews.com/sports/cricket-live-score?matchid=60630&team1=Baroda%20Believers%20Women&team2=Baroda%20Bravers%20Women&date=13022023&slug=baroda-believers-women-vs-baroda-bravers-women-baroda-womens-t20-challenge-match-13-2023-at-gujarat-state-fertilizer-corporation-ground-vadodara-vadodara
KAU gets design patent for seed-cum-fertilizer drill,https://www.thehindu.com/news/national/kerala/kau-gets-design-patent-for-seed-cum-fertilizer-drill/article66471563.ece
